schidkn,pscore,classid,cs,female,nwhite,n
25,42.084057,7400.0,27.0,0.0,1.0,1.0
34,38.67665,10100.0,20.0,1.0,0.0,1.0
51,65.627266,15000.0,16.0,1.0,0.0,1.0
34,32.405045,10100.0,20.0,0.0,0.0,1.0
26,53.26924,7600.0,17.0,1.0,1.0,1.0
51,62.70134,15141.0,25.0,0.0,0.0,1.0
5,51.102577,1500.0,21.0,1.0,0.0,1.0
5,29.800106,1500.0,21.0,0.0,0.0,1.0
59,45.571712,17500.0,17.0,1.0,0.0,1.0
69,50.01616,20600.0,23.0,0.0,0.0,1.0
49,56.67665,14600.0,20.0,1.0,0.0,1.0
46,47.843315,13600.0,24.0,0.0,0.0,1.0
58,64.966774,17155.0,15.0,1.0,0.0,1.0
51,70.719864,15049.0,17.0,0.0,0.0,1.0
54,56.67665,15900.0,15.0,0.0,0.0,1.0
51,63.491463,15141.0,25.0,1.0,0.0,1.0
62,62.70134,18500.0,23.0,1.0,0.0,1.0
70,55.67665,20800.0,24.0,0.0,0.0,1.0
20,29.800106,5700.0,17.0,1.0,1.0,1.0
48,60.151962,14300.0,21.0,0.0,0.0,1.0
43,42.084057,12700.0,22.0,1.0,0.0,1.0
34,40.855663,10000.0,19.0,1.0,0.0,1.0
27,45.571712,7929.0,26.0,0.0,1.0,1.0
44,51.102577,13100.0,23.0,0.0,1.0,1.0
76,59.343315,22668.0,22.0,1.0,0.0,1.0
79,45.571712,23181.0,14.0,0.0,0.0,1.0
41,58.435913,12040.0,13.0,0.0,0.0,1.0
15,64.966774,4211.0,12.0,1.0,1.0,1.0
36,69.89393,10700.0,24.0,0.0,0.0,1.0
8,33.930965,2206.0,17.0,0.0,0.0,1.0
3,58.13467,903.0,24.0,1.0,0.0,1.0
5,41.13467,1500.0,21.0,0.0,0.0,1.0
75,46.826027,22400.0,22.0,1.0,0.0,1.0
55,52.474174,16400.0,21.0,1.0,0.0,1.0
30,27.801336,8800.0,23.0,1.0,1.0,1.0
58,63.42479,17155.0,15.0,0.0,0.0,1.0
79,54.67788,23180.0,15.0,1.0,0.0,1.0
39,33.930965,11500.0,20.0,0.0,0.0,1.0
60,59.13467,17758.0,16.0,1.0,0.0,1.0
49,55.727264,14600.0,20.0,1.0,1.0,1.0
37,48.02973,10900.0,25.0,0.0,0.0,1.0
44,55.727264,12944.0,17.0,1.0,1.0,1.0
33,60.89393,9630.0,16.0,1.0,1.0,1.0
70,56.875412,20770.0,16.0,0.0,0.0,1.0
71,49.171707,21100.0,24.0,0.0,0.0,1.0
37,54.67788,11000.0,27.0,0.0,0.0,1.0
65,60.89393,19200.0,12.0,1.0,0.0,1.0
65,55.727264,19400.0,19.0,1.0,0.0,1.0
66,71.48035,19600.0,21.0,1.0,0.0,1.0
57,61.80134,17000.0,20.0,0.0,0.0,1.0
61,53.560593,18060.0,13.0,0.0,0.0,1.0
24,54.67788,7100.0,18.0,0.0,1.0,1.0
40,41.13467,11738.0,14.0,1.0,0.0,1.0
61,44.542076,18100.0,20.0,0.0,0.0,1.0
1,48.02973,200.0,20.0,1.0,0.0,1.0
22,51.449486,6424.0,22.0,1.0,1.0,1.0
67,65.15936,19800.0,13.0,0.0,0.0,1.0
49,73.468,14500.0,22.0,0.0,1.0,1.0
48,48.02973,14340.0,23.0,0.0,0.0,1.0
20,60.89393,5700.0,17.0,0.0,1.0,1.0
76,48.02973,22578.0,17.0,0.0,0.0,1.0
55,39.04825,16400.0,21.0,1.0,0.0,1.0
68,29.344545,20259.0,24.0,0.0,0.0,1.0
28,53.560593,8200.0,24.0,1.0,1.0,1.0
55,75.25195,16200.0,13.0,0.0,0.0,1.0
66,63.42479,19600.0,21.0,1.0,0.0,1.0
42,61.80134,12400.0,23.0,0.0,0.0,1.0
51,69.30134,15000.0,16.0,1.0,1.0,1.0
71,65.15936,21200.0,24.0,0.0,0.0,1.0
68,56.875412,20168.0,16.0,0.0,0.0,1.0
70,64.27664,20800.0,24.0,1.0,0.0,1.0
22,52.474174,6423.0,22.0,1.0,1.0,1.0
4,52.474174,1100.0,23.0,1.0,0.0,1.0
38,67.42479,11300.0,19.0,0.0,0.0,1.0
39,51.449486,11600.0,19.0,0.0,0.0,1.0
65,48.02973,19200.0,12.0,0.0,0.0,1.0
7,68.08529,1903.0,17.0,0.0,0.0,1.0
78,40.128494,22900.0,24.0,0.0,0.0,1.0
68,72.282814,20300.0,27.0,0.0,0.0,1.0
51,59.96183,15000.0,16.0,1.0,0.0,1.0
67,51.449486,20000.0,18.0,1.0,0.0,1.0
60,50.30134,17800.0,25.0,0.0,0.0,1.0
54,42.147015,15900.0,15.0,1.0,0.0,1.0
19,75.02356,5617.0,22.0,0.0,1.0,1.0
25,56.875412,7400.0,27.0,1.0,1.0,1.0
9,70.449486,2713.0,21.0,0.0,0.0,1.0
8,67.42479,2309.0,25.0,1.0,0.0,1.0
65,64.27664,19300.0,16.0,1.0,0.0,1.0
64,50.30134,19100.0,23.0,1.0,0.0,1.0
54,59.13467,16100.0,22.0,1.0,0.0,1.0
80,66.665535,23600.0,21.0,0.0,0.0,1.0
74,56.875412,22000.0,24.0,0.0,0.0,1.0
28,34.863064,8200.0,24.0,0.0,1.0,1.0
65,63.42479,19200.0,12.0,1.0,0.0,1.0
46,45.68405,13700.0,23.0,0.0,0.0,1.0
29,31.61615,8500.0,21.0,0.0,1.0,1.0
8,40.128494,2400.0,23.0,0.0,0.0,1.0
73,52.474174,21700.0,22.0,0.0,0.0,1.0
38,70.449486,11200.0,17.0,1.0,0.0,1.0
72,56.875412,21374.0,14.0,1.0,1.0,1.0
54,64.27664,16000.0,21.0,1.0,1.0,1.0
38,55.727264,11300.0,19.0,0.0,0.0,1.0
73,40.128494,21600.0,15.0,0.0,0.0,1.0
61,48.02973,18200.0,22.0,1.0,0.0,1.0
56,50.30134,16647.0,21.0,1.0,0.0,1.0
61,59.96183,18061.0,17.0,1.0,0.0,1.0
46,68.67171,13600.0,24.0,0.0,0.0,1.0
19,43.313683,5618.0,26.0,0.0,1.0,1.0
12,51.449486,3600.0,23.0,1.0,0.0,1.0
58,51.449486,17349.0,24.0,1.0,0.0,1.0
76,53.560593,22668.0,22.0,0.0,0.0,1.0
19,41.13467,5500.0,26.0,0.0,1.0,1.0
10,61.80134,2900.0,19.0,1.0,0.0,1.0
57,61.80134,16900.0,19.0,0.0,0.0,1.0
62,54.67788,18300.0,17.0,0.0,0.0,1.0
49,63.42479,14600.0,20.0,0.0,0.0,1.0
49,68.08529,14600.0,20.0,0.0,0.0,1.0
22,40.128494,6525.0,20.0,1.0,1.0,1.0
51,60.89393,15244.0,25.0,1.0,0.0,1.0
54,65.949486,16000.0,21.0,1.0,0.0,1.0
6,50.30134,1800.0,23.0,0.0,0.0,1.0
70,53.560593,20770.0,16.0,1.0,0.0,1.0
29,35.869236,8600.0,19.0,1.0,1.0,1.0
1,71.02356,201.0,20.0,1.0,0.0,1.0
42,66.665535,12500.0,24.0,0.0,0.0,1.0
23,34.863064,6800.0,23.0,1.0,1.0,1.0
21,62.609978,6100.0,23.0,1.0,0.0,1.0
74,45.68405,22000.0,24.0,0.0,0.0,1.0
76,61.80134,22668.0,22.0,0.0,0.0,1.0
71,53.560593,21071.0,17.0,0.0,0.0,1.0
9,66.665535,2712.0,21.0,0.0,0.0,1.0
51,62.609978,15243.0,24.0,1.0,0.0,1.0
4,50.30134,1200.0,24.0,1.0,0.0,1.0
21,40.128494,6220.0,27.0,0.0,1.0,1.0
8,62.609978,2400.0,23.0,1.0,0.0,1.0
80,62.609978,23600.0,21.0,1.0,0.0,1.0
18,70.449486,5300.0,22.0,1.0,1.0,1.0
25,54.392796,7400.0,27.0,0.0,0.0,1.0
58,52.474174,17155.0,15.0,0.0,0.0,1.0
63,65.949486,18663.0,15.0,1.0,0.0,1.0
55,56.875412,16400.0,21.0,0.0,0.0,1.0
61,34.863064,18061.0,17.0,0.0,0.0,1.0
6,54.67788,1700.0,18.0,1.0,0.0,1.0
18,55.727264,5216.0,25.0,1.0,1.0,1.0
24,58.13467,7100.0,18.0,1.0,1.0,1.0
29,64.27664,8600.0,19.0,0.0,1.0,1.0
61,61.80134,18060.0,13.0,1.0,0.0,1.0
16,37.992695,4513.0,17.0,1.0,1.0,1.0
43,59.13467,12643.0,14.0,0.0,0.0,1.0
46,59.96183,13700.0,23.0,0.0,0.0,1.0
39,33.930965,11600.0,19.0,0.0,0.0,1.0
68,70.449486,20168.0,16.0,0.0,0.0,1.0
76,46.826027,22579.0,17.0,0.0,0.0,1.0
66,76.05442,19758.0,22.0,0.0,0.0,1.0
42,54.392796,12500.0,24.0,0.0,0.0,1.0
45,51.449486,13400.0,24.0,0.0,1.0,1.0
59,69.30134,17600.0,17.0,1.0,0.0,1.0
35,40.128494,10400.0,25.0,1.0,0.0,1.0
70,34.863064,20770.0,16.0,0.0,0.0,1.0
28,54.67788,8334.0,22.0,0.0,1.0,1.0
23,42.147015,6800.0,23.0,1.0,1.0,1.0
55,35.869236,16400.0,21.0,1.0,0.0,1.0
73,52.474174,21675.0,13.0,1.0,0.0,1.0
80,71.02356,23500.0,21.0,1.0,0.0,1.0
1,69.30134,200.0,20.0,0.0,0.0,1.0
1,68.08529,200.0,20.0,0.0,0.0,1.0
68,56.875412,20300.0,27.0,1.0,1.0,1.0
39,33.930965,11437.0,12.0,1.0,0.0,1.0
36,53.560593,10700.0,24.0,0.0,0.0,1.0
13,30.356892,3900.0,22.0,0.0,0.0,1.0
37,75.02356,11039.0,24.0,1.0,0.0,1.0
19,76.37541,5617.0,22.0,1.0,1.0,1.0
48,59.13467,14200.0,22.0,1.0,0.0,1.0
18,36.943314,5200.0,24.0,0.0,1.0,1.0
18,44.542076,5216.0,25.0,0.0,1.0,1.0
39,36.943314,11436.0,12.0,0.0,0.0,1.0
79,56.875412,23300.0,22.0,0.0,0.0,1.0
62,59.96183,18300.0,17.0,1.0,0.0,1.0
11,74.103806,3100.0,14.0,1.0,0.0,1.0
51,55.727264,15000.0,16.0,1.0,1.0,1.0
67,37.992695,19900.0,17.0,0.0,0.0,1.0
56,43.313683,16551.0,16.0,1.0,0.0,1.0
33,58.13467,9630.0,16.0,0.0,1.0,1.0
54,56.875412,16000.0,21.0,1.0,0.0,1.0
62,54.67788,18500.0,23.0,0.0,0.0,1.0
74,59.13467,22100.0,25.0,0.0,0.0,1.0
51,59.13467,15142.0,22.0,0.0,0.0,1.0
3,64.27664,701.0,15.0,1.0,0.0,1.0
47,40.128494,13800.0,14.0,0.0,0.0,1.0
80,55.727264,23600.0,21.0,1.0,0.0,1.0
66,46.826027,19757.0,24.0,1.0,0.0,1.0
2,40.128494,500.0,19.0,0.0,0.0,1.0
65,50.30134,19300.0,16.0,1.0,0.0,1.0
8,58.13467,2400.0,23.0,0.0,0.0,1.0
68,68.67171,20168.0,16.0,1.0,0.0,1.0
78,45.68405,22900.0,24.0,0.0,0.0,1.0
7,58.13467,2106.0,24.0,1.0,0.0,1.0
60,56.875412,17758.0,16.0,1.0,0.0,1.0
49,51.449486,14600.0,20.0,1.0,0.0,1.0
62,45.68405,18300.0,17.0,1.0,0.0,1.0
27,46.826027,7929.0,26.0,1.0,1.0,1.0
46,44.542076,13600.0,24.0,0.0,0.0,1.0
66,63.42479,19566.0,14.0,1.0,0.0,1.0
16,55.727264,4715.0,25.0,1.0,1.0,1.0
8,58.13467,2206.0,17.0,0.0,0.0,1.0
72,68.67171,21464.0,22.0,0.0,0.0,1.0
25,45.68405,7200.0,17.0,0.0,0.0,1.0
7,40.128494,2005.0,24.0,0.0,1.0,1.0
78,43.313683,22900.0,24.0,0.0,0.0,1.0
57,59.13467,16853.0,12.0,1.0,0.0,1.0
79,40.128494,23300.0,22.0,1.0,0.0,1.0
49,71.48035,14600.0,20.0,0.0,0.0,1.0
43,41.13467,12800.0,23.0,0.0,0.0,1.0
9,49.171707,2712.0,21.0,1.0,0.0,1.0
42,33.06677,12500.0,24.0,1.0,0.0,1.0
79,53.560593,23180.0,15.0,1.0,0.0,1.0
63,73.468,18752.0,21.0,1.0,0.0,1.0
68,71.84454,20168.0,16.0,1.0,1.0,1.0
13,65.949486,3700.0,16.0,1.0,0.0,1.0
60,46.826027,17800.0,25.0,1.0,0.0,1.0
47,59.13467,13800.0,14.0,1.0,0.0,1.0
33,58.13467,9837.0,27.0,1.0,1.0,1.0
8,76.22109,2400.0,23.0,0.0,0.0,1.0
68,29.344545,20168.0,16.0,0.0,1.0,1.0
54,58.13467,16000.0,21.0,0.0,0.0,1.0
69,70.449486,20500.0,22.0,1.0,0.0,1.0
22,52.474174,6423.0,22.0,0.0,1.0,1.0
26,58.13467,7600.0,17.0,1.0,1.0,1.0
50,52.474174,14800.0,24.0,1.0,0.0,1.0
37,58.13467,10900.0,25.0,0.0,0.0,1.0
78,45.68405,23000.0,23.0,1.0,0.0,1.0
55,50.30134,16345.0,22.0,0.0,0.0,1.0
17,51.449486,4800.0,15.0,0.0,0.0,1.0
33,62.609978,9837.0,27.0,0.0,1.0,1.0
22,60.89393,6422.0,20.0,1.0,1.0,1.0
46,65.15936,13600.0,24.0,1.0,0.0,1.0
79,49.171707,23200.0,22.0,0.0,0.0,1.0
58,68.67171,17155.0,15.0,1.0,0.0,1.0
3,46.826027,701.0,15.0,1.0,0.0,1.0
71,66.665535,21071.0,17.0,1.0,0.0,1.0
56,43.313683,16647.0,21.0,0.0,0.0,1.0
58,53.560593,17350.0,22.0,0.0,0.0,1.0
16,54.67788,4715.0,25.0,1.0,1.0,1.0
51,69.89393,15049.0,17.0,0.0,1.0,1.0
44,54.392796,12944.0,17.0,1.0,1.0,1.0
9,44.542076,2507.0,13.0,0.0,0.0,1.0
9,66.665535,2508.0,13.0,0.0,0.0,1.0
53,37.992695,15600.0,15.0,1.0,1.0,1.0
33,40.128494,9838.0,27.0,1.0,1.0,1.0
55,55.727264,16345.0,22.0,1.0,0.0,1.0
9,68.67171,2507.0,13.0,1.0,0.0,1.0
62,45.68405,18300.0,17.0,0.0,0.0,1.0
6,59.13467,1800.0,23.0,1.0,0.0,1.0
68,71.84454,20259.0,24.0,0.0,1.0,1.0
62,43.313683,18400.0,24.0,0.0,0.0,1.0
10,68.08529,2900.0,19.0,0.0,0.0,1.0
61,44.542076,18100.0,20.0,1.0,0.0,1.0
12,45.68405,3500.0,21.0,0.0,0.0,1.0
53,34.863064,15800.0,22.0,1.0,0.0,1.0
64,64.27664,19055.0,21.0,0.0,0.0,1.0
69,53.560593,20600.0,23.0,1.0,0.0,1.0
4,59.13467,1100.0,23.0,0.0,0.0,1.0
17,42.147015,4814.0,16.0,1.0,0.0,1.0
48,59.13467,14146.0,12.0,0.0,1.0,1.0
35,60.89393,10300.0,24.0,1.0,0.0,1.0
34,59.96183,9900.0,15.0,1.0,0.0,1.0
8,46.826027,2206.0,17.0,1.0,0.0,1.0
11,72.782814,3300.0,22.0,1.0,0.0,1.0
63,67.42479,18854.0,22.0,1.0,1.0,1.0
63,66.665535,18853.0,21.0,1.0,0.0,1.0
40,46.826027,11900.0,23.0,1.0,0.0,1.0
4,52.474174,1000.0,13.0,0.0,0.0,1.0
75,46.826027,22366.0,23.0,1.0,0.0,1.0
73,68.67171,21800.0,22.0,0.0,0.0,1.0
34,35.869236,10100.0,20.0,0.0,0.0,1.0
36,63.42479,10600.0,23.0,1.0,0.0,1.0
39,33.06677,11500.0,20.0,1.0,0.0,1.0
27,44.542076,7824.0,14.0,1.0,1.0,1.0
37,65.15936,11039.0,24.0,0.0,0.0,1.0
3,49.171707,702.0,16.0,0.0,0.0,1.0
59,60.89393,17457.0,14.0,0.0,0.0,1.0
60,42.147015,17759.0,15.0,1.0,0.0,1.0
39,60.89393,11436.0,12.0,0.0,0.0,1.0
33,68.08529,9600.0,15.0,1.0,1.0,1.0
70,61.80134,20769.0,16.0,0.0,0.0,1.0
27,73.468,8032.0,25.0,1.0,1.0,1.0
16,60.89393,4512.0,17.0,0.0,1.0,1.0
37,34.863064,10900.0,25.0,0.0,1.0,1.0
53,48.02973,15800.0,22.0,0.0,0.0,1.0
19,66.665535,5415.0,17.0,1.0,1.0,1.0
75,48.02973,22366.0,23.0,0.0,0.0,1.0
66,43.313683,19757.0,24.0,1.0,0.0,1.0
29,60.89393,8600.0,19.0,0.0,1.0,1.0
31,49.171707,9200.0,19.0,1.0,1.0,1.0
40,49.171707,11738.0,14.0,0.0,0.0,1.0
52,72.782814,15400.0,20.0,0.0,0.0,1.0
22,56.875412,6525.0,20.0,1.0,1.0,1.0
71,42.147015,21100.0,24.0,0.0,0.0,1.0
21,36.943314,6220.0,27.0,0.0,0.0,1.0
65,72.782814,19400.0,19.0,0.0,0.0,1.0
40,59.13467,11900.0,23.0,1.0,0.0,1.0
3,43.313683,800.0,22.0,1.0,0.0,1.0
9,68.67171,2713.0,21.0,1.0,0.0,1.0
52,68.67171,15500.0,22.0,1.0,0.0,1.0
36,68.67171,10532.0,13.0,1.0,0.0,1.0
50,42.543926,14700.0,17.0,1.0,0.0,1.0
68,63.30936,20167.0,17.0,0.0,0.0,1.0
51,59.223656,15141.0,25.0,0.0,0.0,1.0
66,72.30936,19758.0,22.0,1.0,0.0,1.0
58,60.550102,17154.0,15.0,0.0,0.0,1.0
42,70.50072,12342.0,16.0,0.0,1.0,1.0
58,63.30936,17349.0,24.0,0.0,0.0,1.0
3,61.550102,902.0,23.0,0.0,0.0,1.0
42,59.223656,12300.0,17.0,1.0,0.0,1.0
19,43.5501,5618.0,26.0,0.0,1.0,1.0
79,52.716766,23180.0,15.0,1.0,0.0,1.0
69,62.37726,20400.0,14.0,1.0,0.0,1.0
68,45.72911,20259.0,24.0,1.0,0.0,1.0
70,42.543926,20800.0,24.0,1.0,0.0,1.0
53,69.840225,15600.0,15.0,1.0,0.0,1.0
22,64.21677,6422.0,20.0,0.0,1.0,1.0
51,66.69208,15141.0,25.0,1.0,0.0,1.0
71,46.957504,21100.0,24.0,0.0,0.0,1.0
41,71.71677,12041.0,14.0,0.0,0.0,1.0
75,63.30936,22367.0,24.0,1.0,0.0,1.0
10,71.71677,2900.0,19.0,1.0,0.0,1.0
60,63.30936,17758.0,16.0,1.0,1.0,1.0
33,60.550102,9838.0,27.0,1.0,1.0,1.0
79,57.093307,23181.0,14.0,1.0,0.0,1.0
57,64.21677,16853.0,12.0,1.0,0.0,1.0
24,72.864914,7000.0,21.0,1.0,1.0,1.0
67,52.716766,20000.0,18.0,0.0,0.0,1.0
55,44.562447,16400.0,21.0,1.0,0.0,1.0
15,53.864914,4300.0,19.0,1.0,1.0,1.0
4,35.482197,1200.0,24.0,0.0,0.0,1.0
6,65.840225,1800.0,23.0,0.0,0.0,1.0
59,43.5501,17600.0,17.0,0.0,0.0,1.0
62,66.69208,18400.0,24.0,1.0,0.0,1.0
27,60.550102,8031.0,25.0,1.0,1.0,1.0
4,66.69208,1000.0,13.0,0.0,0.0,1.0
9,66.69208,2610.0,21.0,1.0,0.0,1.0
7,73.43899,2106.0,24.0,0.0,0.0,1.0
43,53.864914,12700.0,22.0,1.0,0.0,1.0
76,64.21677,22669.0,24.0,1.0,0.0,1.0
76,67.57479,22578.0,17.0,0.0,0.0,1.0
61,39.35874,18060.0,13.0,0.0,0.0,1.0
12,55.976025,3600.0,23.0,1.0,0.0,1.0
37,62.37726,10900.0,25.0,1.0,1.0,1.0
64,58.142693,19056.0,19.0,1.0,0.0,1.0
7,39.35874,2106.0,24.0,0.0,0.0,1.0
19,68.364914,5617.0,22.0,0.0,1.0,1.0
16,64.21677,4513.0,17.0,1.0,1.0,1.0
9,69.08096,2610.0,21.0,1.0,0.0,1.0
37,44.562447,10834.0,16.0,0.0,0.0,1.0
9,60.550102,2611.0,22.0,0.0,0.0,1.0
41,69.08096,12200.0,22.0,1.0,0.0,1.0
20,51.587135,5700.0,17.0,1.0,1.0,1.0
40,50.44516,11800.0,22.0,1.0,0.0,1.0
64,69.08096,19055.0,21.0,1.0,0.0,1.0
17,44.562447,5000.0,24.0,1.0,1.0,1.0
4,42.543926,1100.0,23.0,1.0,0.0,1.0
24,52.716766,6922.0,14.0,1.0,1.0,1.0
58,59.29084,17349.0,24.0,0.0,0.0,1.0
44,63.30936,12944.0,17.0,0.0,1.0,1.0
75,41.46368,22366.0,23.0,0.0,0.0,1.0
64,63.30936,19055.0,21.0,1.0,0.0,1.0
76,57.093307,22669.0,24.0,0.0,0.0,1.0
51,48.09948,15244.0,25.0,0.0,0.0,1.0
68,59.223656,20300.0,27.0,1.0,1.0,1.0
44,63.30936,12900.0,16.0,0.0,1.0,1.0
21,71.087135,6000.0,15.0,1.0,0.0,1.0
74,46.957504,22000.0,24.0,1.0,0.0,1.0
51,66.69208,15244.0,25.0,0.0,0.0,1.0
49,48.09948,14600.0,20.0,0.0,0.0,1.0
42,65.025406,12342.0,16.0,1.0,0.0,1.0
60,61.550102,17758.0,16.0,0.0,0.0,1.0
27,72.864914,8032.0,25.0,1.0,1.0,1.0
28,46.957504,8127.0,15.0,0.0,1.0,1.0
68,73.43899,20300.0,27.0,1.0,1.0,1.0
58,58.142693,17349.0,24.0,0.0,0.0,1.0
9,73.43899,2611.0,22.0,0.0,0.0,1.0
15,61.550102,4300.0,19.0,1.0,1.0,1.0
63,73.43899,18752.0,21.0,0.0,0.0,1.0
50,73.89578,14700.0,17.0,1.0,0.0,1.0
22,65.840225,6424.0,22.0,0.0,1.0,1.0
37,58.142693,10835.0,16.0,0.0,1.0,1.0
27,74.25998,8032.0,25.0,1.0,1.0,1.0
39,40.408123,11437.0,12.0,0.0,0.0,1.0
74,53.864914,21977.0,16.0,1.0,1.0,1.0
11,72.30936,3200.0,22.0,0.0,0.0,1.0
51,73.43899,15243.0,24.0,0.0,0.0,1.0
48,55.976025,14340.0,23.0,1.0,0.0,1.0
9,65.025406,2610.0,21.0,1.0,0.0,1.0
36,62.37726,10600.0,23.0,1.0,0.0,1.0
11,77.1859,3200.0,22.0,0.0,0.0,1.0
3,45.72911,800.0,22.0,1.0,0.0,1.0
64,74.69824,19056.0,19.0,1.0,0.0,1.0
37,67.57479,10835.0,16.0,0.0,0.0,1.0
27,78.334045,7930.0,27.0,1.0,1.0,1.0
78,52.716766,22800.0,14.0,1.0,0.0,1.0
5,41.46368,1300.0,16.0,0.0,0.0,1.0
6,54.889606,1800.0,23.0,1.0,0.0,1.0
9,75.88344,2507.0,13.0,1.0,0.0,1.0
79,65.025406,23180.0,15.0,0.0,0.0,1.0
39,54.889606,11500.0,20.0,0.0,0.0,1.0
48,55.976025,14145.0,13.0,0.0,0.0,1.0
48,53.864914,14145.0,13.0,0.0,0.0,1.0
46,70.50072,13700.0,23.0,1.0,0.0,1.0
72,65.025406,21374.0,14.0,0.0,0.0,1.0
66,72.30936,19758.0,22.0,1.0,0.0,1.0
75,72.864914,22367.0,24.0,1.0,0.0,1.0
71,67.57479,21200.0,24.0,1.0,0.0,1.0
45,58.142693,13200.0,15.0,1.0,1.0,1.0
69,73.89578,20500.0,22.0,1.0,0.0,1.0
19,77.8464,5617.0,22.0,0.0,1.0,1.0
19,60.550102,5617.0,22.0,0.0,1.0,1.0
48,50.44516,14340.0,23.0,1.0,0.0,1.0
5,52.716766,1500.0,21.0,1.0,0.0,1.0
79,65.025406,23300.0,22.0,0.0,0.0,1.0
51,69.08096,15244.0,25.0,0.0,0.0,1.0
26,53.864914,7700.0,20.0,1.0,1.0,1.0
62,67.57479,18500.0,23.0,1.0,0.0,1.0
22,62.37726,6423.0,22.0,1.0,1.0,1.0
37,50.44516,11039.0,24.0,0.0,0.0,1.0
43,53.864914,12800.0,23.0,0.0,0.0,1.0
78,52.716766,23000.0,23.0,1.0,0.0,1.0
46,59.223656,13600.0,24.0,0.0,0.0,1.0
58,59.29084,17349.0,24.0,1.0,0.0,1.0
3,60.550102,702.0,16.0,1.0,0.0,1.0
28,61.550102,8125.0,17.0,0.0,1.0,1.0
21,59.29084,6220.0,27.0,0.0,1.0,1.0
18,57.093307,5216.0,25.0,0.0,1.0,1.0
3,60.550102,903.0,24.0,1.0,0.0,1.0
55,53.864914,16200.0,13.0,1.0,0.0,1.0
19,78.46985,5416.0,16.0,1.0,1.0,1.0
36,67.57479,10700.0,24.0,0.0,0.0,1.0
18,52.716766,5216.0,25.0,1.0,0.0,1.0
63,44.562447,18854.0,22.0,0.0,0.0,1.0
42,59.223656,12300.0,17.0,0.0,0.0,1.0
64,50.44516,19056.0,19.0,1.0,0.0,1.0
71,52.716766,21072.0,16.0,1.0,0.0,1.0
54,63.30936,16100.0,22.0,0.0,0.0,1.0
37,59.223656,11000.0,27.0,0.0,1.0,1.0
37,45.72911,11000.0,27.0,1.0,0.0,1.0
46,70.50072,13500.0,17.0,0.0,0.0,1.0
65,65.840225,19400.0,19.0,0.0,0.0,1.0
5,52.716766,1500.0,21.0,1.0,0.0,1.0
7,74.69824,2004.0,23.0,1.0,0.0,1.0
75,32.272324,22400.0,22.0,0.0,0.0,1.0
8,48.09948,2309.0,25.0,1.0,0.0,1.0
37,51.587135,11000.0,27.0,0.0,0.0,1.0
21,52.716766,6220.0,27.0,1.0,1.0,1.0
11,73.43899,3200.0,22.0,0.0,0.0,1.0
6,61.550102,1700.0,18.0,1.0,0.0,1.0
10,63.30936,2900.0,19.0,1.0,0.0,1.0
21,65.840225,6100.0,23.0,1.0,1.0,1.0
51,76.70442,15142.0,22.0,0.0,0.0,1.0
1,55.976025,300.0,20.0,0.0,0.0,1.0
71,43.5501,21100.0,24.0,1.0,0.0,1.0
32,51.587135,9536.0,22.0,1.0,1.0,1.0
23,50.44516,6727.0,21.0,0.0,1.0,1.0
52,53.864914,15500.0,22.0,1.0,0.0,1.0
13,49.241455,3900.0,22.0,0.0,0.0,1.0
36,71.71677,10600.0,23.0,0.0,0.0,1.0
30,37.278496,8800.0,23.0,1.0,1.0,1.0
15,52.716766,4211.0,12.0,1.0,1.0,1.0
74,59.29084,22100.0,25.0,0.0,1.0,1.0
21,37.278496,6100.0,23.0,1.0,0.0,1.0
67,40.408123,19900.0,17.0,0.0,0.0,1.0
78,34.673557,23000.0,23.0,1.0,0.0,1.0
56,79.124176,16647.0,21.0,0.0,0.0,1.0
21,45.72911,6220.0,27.0,1.0,1.0,1.0
59,69.08096,17600.0,17.0,1.0,0.0,1.0
19,40.408123,5416.0,16.0,1.0,1.0,1.0
7,41.46368,2106.0,24.0,0.0,0.0,1.0
80,68.364914,23600.0,21.0,0.0,0.0,1.0
76,50.44516,22578.0,17.0,0.0,0.0,1.0
21,71.087135,6000.0,15.0,0.0,0.0,1.0
64,59.29084,19100.0,23.0,0.0,0.0,1.0
7,32.272324,2004.0,23.0,0.0,1.0,1.0
61,50.44516,18200.0,22.0,0.0,0.0,1.0
67,59.29084,20000.0,18.0,1.0,0.0,1.0
68,76.92664,20300.0,27.0,0.0,0.0,1.0
37,73.43899,10835.0,16.0,1.0,0.0,1.0
3,45.72911,903.0,24.0,0.0,0.0,1.0
3,45.72911,800.0,22.0,0.0,0.0,1.0
17,51.587135,4814.0,16.0,0.0,1.0,1.0
46,68.364914,13500.0,17.0,0.0,0.0,1.0
22,44.562447,6318.0,16.0,1.0,1.0,1.0
1,69.08096,201.0,20.0,0.0,0.0,1.0
37,58.142693,11039.0,24.0,1.0,0.0,1.0
41,67.57479,12041.0,14.0,0.0,0.0,1.0
79,52.716766,23200.0,22.0,0.0,0.0,1.0
50,54.889606,14800.0,24.0,0.0,0.0,1.0
8,54.889606,2400.0,23.0,1.0,0.0,1.0
14,66.69208,4100.0,21.0,0.0,1.0,1.0
15,48.09948,4211.0,12.0,1.0,1.0,1.0
7,55.976025,1904.0,14.0,0.0,0.0,1.0
65,61.550102,19400.0,19.0,1.0,0.0,1.0
