"","x","y"
"2070",0.1968,0.561
"2071",0.1327,0.5337
"2072",0.1846,0.5775
"2073",0.1658,0.6054
"2074",0.2109,0.6643
"2075",0.0691,0.5295
"2076",0.0811,0.5834
"2077",0.0226,0.4303
"2078",-0.101,0.4046
"2079",-0.189,0.5209
"2080",0.0418,0.4619
"2081",0.0099,0.5575
"2082",0.1149,0.5308
"2083",0.0616,0.5831
"2084",0.0497,0.6041
"2085",0.214,0.5724
"2086",0.1461,0.5725
"2087",0.674,0.8219
"2088",0.77,0.8609
"2089",0.7219,0.9036
"2090",0.8102,0.8844
"2091",0.6805,0.8421
"2092",0.6843,1
"2093",1,0.8817
"2094",0.8205,0.9237
"2095",0.8583,0.9287
"2096",0.8575,0.9467
"2097",0.792,0.8915
"2098",0.7931,0.912
"2099",0.8336,0.8928
"2100",0.1488,0.7069
"2101",0.4344,0.5867
"2102",-0.1275,0.3903
"2103",-0.1972,0.3659
"2104",-0.2649,0.4083
"2105",-0.1801,0.4021
"2106",0.0099,0.4896
"2107",-0.0209,0.4489
"2108",-0.0945,0.3747
"2109",-0.0687,0.4957
"2110",-0.0018,0.3162
"2111",-0.3594,0.414
"2112",-0.3818,0.4096
"2113",-0.1808,0.4474
"2114",-0.0991,0.3317
"2115",-0.5154,0.3296
"2116",-0.3233,0.2976
"2117",-0.2067,0.3764
"2118",-0.1925,0.3577
"2119",-0.2801,0.3919
"2120",-0.2124,0.3924
"2121",0.0536,0.4775
"2122",-0.0449,0.3484
"2123",-0.3031,0.4373
"2124",-0.0361,0.4856
"2125",-0.0202,0.5133
"2126",0.0267,0.5201
"2127",0.0586,0.6037
"2128",0.2074,0.5734
"2129",0.1468,0.5786
"2130",-0.5032,0.2947
"2131",-0.3914,0.2471
"2132",-0.3147,0.3076
"2133",-0.2464,0.3804
"2134",-0.2392,0.3981
"2135",-0.2004,0.375
"2136",-0.0858,0.3222
"2137",-0.3555,0.3437
"2138",-0.3126,0.381
"2139",-0.076,0.3875
"2140",-0.2127,0.2828
"2141",-0.4236,0.2397
"2142",-0.3389,0.3664
"2143",-0.2527,0.2915
"2144",-0.4169,0.4223
"2145",-0.4767,0.3272
"2146",-0.3279,0
"2147",-0.222,0.3292
"2148",-0.2652,0.3286
"2149",-0.3428,0.3624
"2150",-0.274,0.3308
"2151",-0.2244,0.3146
"2152",-0.3709,0.3715
"2153",-0.256,0.3849
"2154",0.092,0.4623
"2155",-0.0711,0.4873
"2156",-0.0071,0.458
"2157",-0.2422,0.2876
"2158",-0.4248,0.274
"2159",-0.452,0.2458
"2160",0.3371,0.7
"2161",0.418,0.712
"2162",-0.0053,0.4631
"2163",0.0254,0.4903
"2164",-0.0173,0.4766
"2165",-0.0446,0.4331
"2166",-0.1312,0.3274
"2167",-0.3453,0.3587
"2168",-0.2827,0.3975
"2169",0.0043,0.5274
"2170",0.0625,0.5673
"2171",0.1347,0.4938
"2172",0.057,0.5667
"2173",0.1335,0.5893
"2174",0.1931,1
"2175",-0.4795,0.307
"2176",-0.3704,0.2807
"2177",-0.1872,0.3664
"2178",-0.0579,0.4631
"2179",-0.0737,0.5067
"2180",0.0161,0.5331
"2181",0.3144,0.4591
"2182",-0.0818,0.3934
"2183",-0.2132,0.2922
"2184",0.315,0.6997
"2185",0.4165,0.7663
"2186",0.5485,0.9275
"2187",0.8631,0.796
"2188",0.6006,0.7577
"2189",0.5212,0.6838
"2190",-0.3285,0.4289
"2191",-0.1213,0.4008
"2192",-0.2424,0.3867
"2193",-0.257,0.3561
"2194",-0.2845,0.3781
"2195",-0.2439,0.3764
"2196",-0.0949,0.3015
"2197",-0.3971,0.3116
"2198",-0.3768,0.3414
"2199",0.1143,0.5901
"2200",0.1865,0.6657
"2201",0.3314,0.6074
"2202",0.2884,0.7264
"2203",0.4527,0.7208
"2204",0.4416,0.6861
"2205",-0.0672,0.5377
"2206",0.0962,0.5741
"2207",-0.1804,0.4499
"2208",-0.1176,0.4402
"2209",-0.1195,0.4314
"2210",-0.1357,0.4028
"2211",-0.1486,0.3329
"2212",-0.3342,0.3253
"2213",-0.3494,0.3507
"2214",-0.1442,0.2939
"2215",-0.4057,0.304
"2216",-0.392,0
"2217",-0.4213,0.3558
"2218",-0.2884,0.3022
"2219",-0.3957,0.4524
"2220",0.0419,0.592
"2221",0.2038,0.5594
"2222",-0.2759,0.3376
"2223",-0.228,0.344
"2224",-0.312,0.387
"2225",-0.2242,0.3779
"2226",-0.1324,0.3256
"2227",-0.3487,0.3407
"2228",-0.3186,0.4087
"2229",-0.0778,0.4281
"2230",-0.1368,0.5148
"2231",0.0296,0.5241
"2232",-0.0063,0.4885
"2233",-0.023,0.264
"2234",-0.4634,0.332
"2235",0.2453,0.5438
"2236",0.108,0.5241
"2237",-0.2793,0.3322
"2238",-0.0983,0.4392
"2239",-0.1216,0.4762
"2240",-0.0463,0.451
"2241",0.0652,0.4819
"2242",-0.0362,0.4121
"2243",-0.1758,0.3838
"2244",-0.0214,0.4483
"2245",-0.0992,0.4508
"2246",-0.0984,0.3385
"2247",-0.1724,0.3657
"2248",-0.2641,0.3998
"2249",-0.1967,0.3873
"2250",-0.3771,0.359
"2251",-0.2526,0.337
"2252",-0.1379,0.3827
"2253",-0.118,0.4366
"2254",-0.1268,0.4289
"2255",-0.1415,0.3912
"2256",0.4968,0.6512
"2257",0.3024,0.7034
"2258",0.4105,0.7614
"2259",0.4463,0.5242
"2260",0.0525,0.5491
"2261",0.0982,0.5534
"2262",0.1741,0.6635
"2263",0.3271,0.536
"2264",0.0812,0.647
"2265",0.054,0.574
"2266",0.1686,0.5587
"2267",0.2531,0.6143
"2268",0.3213,0.6976
"2269",0.3953,0.7272
"2270",0.4574,0.7137
"2271",0.7192,0.8304
"2272",0.6607,0.8642
"2273",0.7285,0.8615
"2274",0.7625,0.8901
"2275",0.794,0.7921
"2276",0.5843,0.9155
"2277",0.7325,0.8517
"2278",0.7136,0.8697
"2279",0.7546,0.8013
"2280",0.0676,0.5658
"2281",0.1527,0.5814
"2282",0.1421,0.5153
"2283",0.1663,0.5678
"2284",0.1356,0.6423
"2285",0.2857,0.6268
"2286",0.3383,0.5973
"2287",0.1946,0.6305
"2288",0.261,0.7005
"2289",0.4415,0.665
"2290",0.3372,0.6736
"2291",0.3472,0.5326
"2292",0.1883,0.7289
"2293",0.4618,0.6256
"2294",0.2627,0.6361
"2295",0.6487,0.8586
"2296",0.738,0.8694
"2297",0.3041,0.6406
"2298",0.4553,0.7405
"2299",0.4825,0.7849
"2300",0.5727,0.7942
"2301",0.419,0.6783
"2302",0.3566,0.7105
"2303",0.421,0.7995
"2304",0.5732,0.7399
"2305",0.4928,0.7958
"2306",0.602,0.6767
"2307",0.1986,0.7523
"2308",0.5103,0.6384
"2309",0.2907,0.612
"2310",0.6997,0.8837
"2311",0.7852,0.8696
"2312",0.2563,0.6069
"2313",0.3617,0.6409
"2314",0.2848,0.7179
"2315",0.4395,0.6603
"2316",0.4693,0.6268
"2317",0.2536,0.7388
"2318",0.4802,0.7914
"2319",0.5725,0.7589
"2320",0.532,0.7648
"2321",0.5451,0.6988
"2322",0.2799,0.7782
"2323",0.5564,0.9739
"2324",0.9478,0.6658
"2325",0.1938,0.6204
"2326",0.2635,0.6661
"2327",-0.0591,0.4413
"2328",0.0461,0.533
"2329",0.0679,0.6027
"2330",0.2079,0.5759
"2331",0.4579,0.6918
"2332",0.3836,0.7483
"2333",0.5002,0.7967
"2334",0.4009,0.6425
"2335",0.2979,0.9087
"2336",0.8174,0.7308
"2337",1,0.7645
"2338",0.5397,0.702
"2339",0.416,0.6969
"2340",-0.0776,0.4327
"2341",-0.1345,0.4712
"2342",-0.055,0.4402
"2343",-0.1908,0.3218
"2344",-0.3565,0.3969
"2345",-0.2017,0.354
"2346",0.1855,0.6612
"2347",0.3336,0.7447
"2348",0.5015,0.6525
"2349",-0.5974,0.2623
"2350",-0.4754,0.2241
"2351",-0.5362,0.3364
"2352",0.0678,0.4296
"2353",-0.1408,0.4197
"2354",-0.1607,0.4052
"2355",-0.2602,0.3255
"2356",-0.3413,0.2871
"2357",-0.4258,0.2592
"2358",0.1623,0.5001
"2359",2e-04,0.5193
"2360",0.0398,0.5318
"2361",-0.0329,0.4095
"2362",-0.2863,0.3528
"2363",-0.2944,0.4336
"2364",-0.1327,0.411
"2365",0.0377,0.4707
"2366",-0.0586,0.3277
"2367",-0.3446,0.3087
"2368",-0.0188,0.3362
"2369",-0.3114,0.3387
"2370",-0.3059,0.2319
"2371",0.1483,0.6173
"2372",0.2345,0.5646
"2373",0.1293,0.5109
"2374",-0.1217,0.4336
"2375",-0.1081,0.4701
"2376",0.057,0.4735
"2377",-0.1676,0.3454
"2378",-0.3093,0.4527
"2379",-0.0946,0.4258
"2380",-0.2109,0.2928
"2381",-0.4143,0.3261
"2382",-0.3479,0.4412
"2383",-0.067,0.5137
"2384",0.0275,0.5236
"2385",0.0471,0.5872
"2386",-0.3723,0.2926
"2387",-0.4149,0.2769
"2388",-0.4463,0.3558
"2389",-0.5488,0.2263
"2390",-0.4938,0.2421
"2391",0.1639,0.5446
"2392",-0.0516,0.4096
"2393",-0.1807,0.476
"2394",-0.0479,0.3796
"2395",0.0405,0.4621
"2396",-0.0759,0.2184
"2397",-0.5632,0.228
"2398",-1,0.233
"2399",-0.4609,0.5381
"2400",0.0943,0.5727
"2401",1,0.7365
"2402",0.4731,0.7689
"2403",0.5378,1
"2404",0.1859,0.6414
"2405",0.3055,0.6932
"2406",-0.1146,0.3324
"2407",-0.352,0.3118
"2408",-0.3763,0.3899
"2409",-0.2203,0.3463
"2410",-0.1134,0.364
"2411",-0.272,0
"2412",-0.9994,0.356
"2413",-0.2306,0.2994
"2414",-0.4012,0.315
"2415",-0.3699,0.2766
"2416",-0.55,0.1708
"2417",-0.5805,0
"2418",-0.9967,0.3829
"2419",-1,0.3034
"2420",-0.3447,0.3619
"2421",-0.0429,0.4251
"2422",-0.1907,0.3768
"2423",-0.2465,0.4608
"2424",-0.0783,0.3269
"2425",-0.3178,0.2467
"2426",-0.5065,0.2881
"2427",-0.4238,0.2885
"2428",-0.2509,0.3256
"2429",-0.3488,0.3738
"2430",-0.2524,0.2964
"2431",-0.2516,0.3497
"2432",-0.3006,0.3939
"2433",-0.2123,0.2513
"2434",-0.4673,0.3403
"2435",-0.2713,0.3331
"2436",0.0616,0.5084
"2437",0.0436,0.545
"2438",0.09,0.62
"2439",0.24,0.4481
"2440",-0.201,0.3208
"2441",-0.3585,0.2763
"2442",-0.4474,0.3217
"2443",-0.3764,0.3852
"2444",-0.2297,0.3511
"2445",-0.2977,0.454
"2446",-0.4823,0.2785
"2447",-0.4242,0.2569
"2448",-0.4862,0.288
"2449",-0.019,0.5133
"2450",0.0265,0.5696
"2451",-1,0.3156
"2452",-0.2778,0.3405
"2453",-0.3189,0.3949
"2454",-0.2103,0.3455
"2455",-0.1353,0
"2456",-1,0.3621
"2457",-0.2758,0.3063
"2458",-0.3273,0.3515
"2459",-0.297,0
"2460",-1,0.2388
"2461",-0.4995,0
"2462",-1,0.2612
"2463",-0.4775,0.3792
"2464",-1,0.2636
"2465",-0.4149,0.277
"2466",-0.0899,0.3727
"2467",-0.261,0.3655
"2468",-0.2691,0.3873
"2469",-0.2253,0.3233
"2470",-0.2352,0.3295
"2471",-0.341,0.2863
"2472",-0.4275,0
"2473",-0.0448,0.2877
"2474",-0.3988,0.2859
"2475",-0.4282,0.2403
"2476",-0.5376,0
"2477",-0.6807,0.2415
"2478",-0.517,0.3888
"2479",-1,0.2607
"2480",-0.4421,0.2925
"2481",0.0757,0.3243
"2482",0.0287,0.5525
"2483",0.105,0.616
"2484",0.232,0.5687
"2485",0.2579,0.6076
"2486",0.2152,0.574
"2487",0.148,0.7092
"2488",0.0565,0.542
"2489",0.1019,0.6339
"2490",0.3304,0.3986
"2491",0.116,0.7752
"2492",0.5503,0.8129
"2493",0.6262,0.7769
"2494",0.5068,0.7709
"2495",0.5628,0.8118
"2496",-0.1573,0.3479
"2497",-0.2333,0
"2498",-1,0.5294
"2499",0.0589,0.5254
"2500",0.0477,0.4798
"2501",-0.0404,0.3075
"2502",-0.385,0.3347
"2503",-0.4073,0.3124
"2504",-0.3753,0.2608
"2505",-0.4785,0.2563
"2506",-0.4596,0.2956
"2507",-0.4088,0.2837
"2508",-0.4327,0.3677
"2509",-0.1324,0.4906
"2510",0.0274,0.6677
"2511",-0.017,0.4687
"2512",-0.3055,0.4158
"2513",-0.1684,0.5031
"2514",0.0061,0.5103
"2515",-0.1073,0.3069
"2516",-0.3861,0.2465
"2517",-0.5069,0.3175
"2518",-0.2104,0.2826
"2519",-0.4348,0.2831
"2520",-0.3979,0.2762
"2521",0.3351,0.7245
"2522",0.4759,0.6149
"2523",0.2298,0.6572
"2524",0.5443,0.8123
"2525",0.6598,0.8041
"2526",-0.0426,0.3594
"2527",-0.23,0.3822
"2528",-0.2357,0.4562
"2529",-0.0876,0.3933
"2530",-0.1081,0.3583
"2531",-0.2834,0.3243
"2532",-0.3513,0.4233
"2533",-0.0172,0.4566
"2534",-0.008,0.4306
"2535",-0.1387,0.5256
"2536",-0.3892,0.266
"2537",-0.468,0.1986
"2538",-0.6028,0.2801
"2539",-0.3334,0.3317
"2540",-0.3071,0.3283
"2541",-0.183,0.2913
"2542",-0.1823,0.2932
"2543",-0.4137,0.4106
"2544",-0.1789,0.4857
"2545",-0.0949,0.3447
"2546",-0.3106,0.3812
"2547",-0.2375,0.3829
"2548",-0.1509,0.6602
"2549",0.3558,0.6515
"2550",0.3029,0.6382
"2551",0.3634,0.6282
"2552",0.2563,0.6981
"2553",0.3961,0.5667
"2554",0.0354,0.6081
"2555",0.2519,0.6155
"2556",0.1497,0.4783
"2557",-0.0924,0.4111
"2558",-0.1778,0.3987
"2559",-0.2026,0.385
"2560",-0.0934,0.4035
"2561",-0.1929,0.4488
"2562",-0.1021,0.5643
"2563",0.5085,0.7409
"2564",0.4978,0.7245
"2565",0.4491,0.6487
"2566",0.4271,0.5372
"2567",0.0745,0.7473
"2568",0.4947,0.5956
"2569",0.0387,0.5435
"2570",0.1262,0.6272
"2571",0.1271,0.616
"2572",-0.0803,0.3948
"2573",-0.2105,0.4274
"2574",-0.1452,0.4878
"2575",0.3225,0.4009
"2576",-0.1982,0.266
"2577",-0.4646,0.2944
"2578",-0.2301,0.345
"2579",-0.31,0.289
"2580",-0.422,0.2741
"2581",-0.4277,0.3632
"2582",-0.2736,0.2486
"2583",-0.5029,0.408
"2584",-0.4168,0.292
"2585",-0.416,0.2849
"2586",0.0526,0.4933
"2587",-0.1659,0.4479
"2588",-0.1042,0.4258
"2589",-0.1484,0.3748
"2590",-0.0438,0.389
"2591",-0.222,0.4044
"2592",-0.1912,0.4376
"2593",-0.3121,0.3198
"2594",-0.3487,0.2199
"2595",-0.5602,0.2073
"2596",-0.4469,0.2366
"2597",-0.5268,0.2144
"2598",-0.5711,0.4109
"2599",-0.4999,0.28
"2600",-0.4073,0.36
"2601",-0.0578,0.3575
"2602",-0.2927,0.335
"2603",-0.3299,0.5169
"2604",0.0338,0.4696
"2605",-0.0298,0.4467
"2606",-0.1067,0.3508
"2607",-0.2983,0.3448
"2608",-0.0549,0.432
"2609",-0.1359,0.3262
"2610",-0.3477,0.271
"2611",0.079,0.7226
"2612",0.4451,0.7714
"2613",0.5428,0.7771
"2614",0.5481,0.9096
"2615",0.8193,0.6819
"2616",0.0829,0.5078
"2617",0.1454,0.5955
"2618",0.1911,0.7155
"2619",0.4309,0.6555
"2620",0.3762,0.6415
"2621",0.283,0.6027
"2622",0.2054,0.6829
"2623",0.3124,0.6291
"2624",0.383,0.595
"2625",0.1901,0.761
"2626",0.5175,1
"2627",1,0.7762
"2628",0.5524,0.7428
"2629",-0.0795,0.4633
"2630",-0.0386,0.3973
"2631",0.3613,0.638
"2632",0.3503,0.6872
"2633",0.3744,0.7502
"2634",0.5003,0.6885
"2635",0.5264,0.7187
"2636",0.4375,0.6965
"2637",0.393,0.5845
"2638",0.4545,0.5024
"2639",0.0235,0.4933
"2640",-0.0135,0.4193
"2641",0.1249,0.5478
"2642",0.0956,0.7049
"2643",0.4098,0.6477
"2644",-0.0499,0.4098
"2645",-0.1372,0.3358
"2646",1,0.7421
"2647",0.3532,0.6525
"2648",0.3051,0.7943
"2649",0.5887,0.6779
"2650",0.4885,0.7605
"2651",0.5211,0.7238
"2652",0.4476,0.8131
"2653",0.7386,0.8099
"2654",0.6414,1
"2655",1,1
"2656",0.9928,0.8486
"2657",0.6973,0.8258
"2658",0.6516,0.7335
"2659",0.519,0.7545
"2660",0.5198,0.7163
"2661",0.4326,0.8037
"2662",0.6074,0.7297
"2663",0.8023,0.8169
"2664",0.6338,0.7472
"2665",0.4944,0.7762
"2666",0.6391,0.8383
"2667",0.7249,0.8608
"2668",0.7215,1
"2669",0.6762,0.8155
"2670",0.631,0.8568
"2671",0.7136,0.7995
"2672",-0.0934,0.3728
"2673",-0.167,0.333
"2674",-0.3339,0.447
"2675",-0.106,0.4309
"2676",-0.1327,0.4413
"2677",-0.1175,0.5471
"2678",0.0942,0.7152
"2679",0.573,0.7273
"2680",0.4856,0.6604
"2681",0.4271,0.5521
"2682",-0.3508,0.3105
"2683",-0.379,0.3348
"2684",-0.3304,0.3268
"2685",-0.3443,0.2678
"2686",-0.4645,0.4805
"2687",-0.039,0.3977
"2688",0.0425,0.732
"2689",0.464,0.7477
"2690",0.4954,1
"2691",0.0323,0.415
"2692",-0.1699,0.2965
"2693",-0.407,0.4509
"2694",0.0406,0.4609
"2695",0.0434,0.4286
"2696",-0.1429,0.3951
"2697",-0.2096,0.4367
"2698",-0.0431,0.4282
"2699",-0.0888,0.4293
"2700",-0.1414,0.5058
"2701",0.0116,0.473
"2702",0.0304,0.4896
"2703",-0.0207,0.4911
"2704",-0.0178,0.6093
"2705",0.4098,0.649
"2706",0.3086,0.5449
"2707",0.0898,0.5624
"2708",0.1242,0.7426
"2709",0.5016,0.7616
"2710",0.5233,1
"2711",-0.0066,0.4908
"2712",-0.0183,0.428
"2713",-0.0823,0.422
"2714",-0.0798,0.4468
"2715",-0.1065,0.5209
"2716",0.0418,0.5337
"2717",0.2722,0.5803
"2718",0.1606,0.5988
"2719",0.1976,0.6849
"2720",0.2954,0.656
"2721",0.3121,0.5768
"2722",0.1634,0.5398
"2723",0.2731,0.5554
"2724",0.113,0.585
"2725",0.1701,0.4676
"2726",-0.4055,0.4103
"2727",-0.1638,0.5292
"2728",-0.3877,0.4104
"2729",-0.2412,0.388
"2730",-0.224,0.488
"2731",-0.0241,0.4537
"2732",-0.2124,0.3116
"2733",-0.3769,0.3631
"2734",-0.2737,0.4453
"2735",0.0366,0.5812
"2736",0.1624,0.628
"2737",0.256,0.4901
"2738",-0.3672,0.3589
"2739",-0.2822,0.3165
"2740",-0.367,0.3899
"2741",-0.1472,0.521
"2742",0.0419,0.7155
"2743",0.164,0.6088
"2744",0.4217,0.6566
"2745",0.3131,0.7413
"2746",0.4826,0.7171
"2747",0.4834,0.7431
"2748",0.4861,0.7262
"2749",0.4525,0.8035
"2750",0.4868,1
"2751",1,0.6609
"2752",0.3217,0.7002
"2753",0.3386,1
"2754",1,1
"2755",1,0.6928
"2756",0.0891,0.5774
"2757",0.1547,0.5799
"2758",0.0833,0.4839
"2759",0.045,0.5775
"2760",0.155,0.6946
"2761",0.3891,0.5772
"2762",0.5192,0.7002
"2763",0.4036,0.6778
"2764",0.3634,0.7594
"2765",0.5994,0.7777
"2766",0.5678,0.7307
"2767",0.4714,0.7703
"2768",0.9623,1
"2769",1,0.6421
"2770",0.2843,0.6816
"2771",0.2609,0.7343
"2772",0.4879,0.7833
"2773",-0.1174,0.3495
"2774",-0.25,0.3282
"2775",-0.3436,0.4723
"2776",-0.0554,0.442
"2777",0.0155,0.4762
"2778",-0.0476,0.3433
"2779",-0.2965,0.3078
"2780",-0.2409,0.3665
"2781",-0.2671,0.296
"2782",-0.4002,0.4065
"2783",-0.5166,0
"2784",-0.9668,0.2575
"2785",-0.4849,0
"2786",-1,0.2391
"2787",-0.4915,0
"2788",-0.2637,0.3168
"2789",-0.1823,0.3815
"2790",-0.2369,0.3954
"2791",-0.2093,0.3288
"2792",-0.2351,0.3485
"2793",-0.3029,0.3588
"2794",-0.2824,0.6761
"2795",0.4112,0.7327
"2796",0.4721,0.6218
"2797",0.2531,0.6468
"2798",0.2247,0.6214
"2799",0.2521,0.6178
"2800",0.2438,0.6214
"2801",0.0865,0.5707
"2802",0.1415,0.6064
"2803",-0.1409,0.3789
"2804",-0.2407,0.3535
"2805",-0.2929,0.4268
"2806",-0.1464,0.4116
"2807",-0.1912,0.3873
"2808",-0.2254,0.3201
"2809",-0.3598,0.4356
"2810",0.0888,0.5085
"2811",0.0392,0.4206
"2812",-0.1589,0.588
"2813",-0.3708,0.3264
"2814",-0.3471,0.303
"2815",-0.3941,0.4645
"2816",-0.2746,0.5204
"2817",0.0408,0.4539
"2818",-0.9814,0.2919
"2819",0.1082,0.5142
"2820",0.0284,0.6309
"2821",0.2618,0.5655
"2822",-0.1064,0.3585
"2823",-0.2829,0.3689
"2824",-0.2621,0.4797
"2825",-0.0794,0.3409
"2826",-0.3183,0.3885
"2827",-0.223,0.588
"2828",-0.4725,0.2178
"2829",-0.5644,0.2509
"2830",-0.4981,0
"2831",-1,0.255
"2832",-0.49,0
"2833",-0.1325,0.4302
"2834",-0.1951,0.3546
"2835",-0.2909,0.329
"2836",-0.342,0
"2837",-0.1231,0.3346
"2838",-0.3308,0.3406
"2839",-0.3188,0.4883
"2840",-0.0762,0.3801
"2841",-0.1406,0.4202
"2842",-0.1596,0.466
"2843",-0.0679,0.3911
"2844",0.0203,0.4792
"2845",-0.0337,0.4699
"2846",-0.0601,0.492
"2847",0.0872,0.4783
"2848",-0.0411,0.3576
"2849",-0.2771,0.3489
"2850",-0.3354,0.3362
"2851",-0.3275,0.3839
"2852",-0.2233,0
"2853",-0.2235,0.4564
"2854",-0.0722,0.4227
"2855",-0.0775,0.4118
"2856",-0.1085,0.4862
"2857",-0.0276,0.5112
"2858",0.0225,0.4744
"2859",0.0437,0.5396
"2860",0.0792,0.5505
"2861",0.101,0.6048
"2862",0.0301,0.5034
"2863",0.0129,0.4709
"2864",-0.0518,0.4509
"2865",-0.278,0.3866
"2866",-0.2268,0.4322
"2867",-0.1355,0.488
"2868",-0.1259,0.4587
"2869",-0.0756,0.44
"2870",-0.1688,0.3552
"2871",-0.2427,0.4145
"2872",-0.1711,0.4634
"2873",-0.0733,0.4369
"2874",-0.0025,0.3795
"2875",-0.241,0.3595
"2876",-0.281,0.4102
"2877",-0.0169,0.4354
"2878",-0.1291,0.2518
"2879",-0.4965,0.4846
"2880",-0.2141,0.5462
"2881",0.0923,0.6337
"2882",0.2674,1
"2883",-0.1683,0.4937
"2884",0.0171,0.5691
"2885",-0.0337,0.4282
"2886",-0.1115,0.4929
"2887",-0.0141,0.5199
"2888",0.0397,0.4343
"2889",0.0729,0.4834
"2890",-0.0331,0.4607
"2891",-0.0785,0.4539
"2892",0.284,0.6909
"2893",0.3819,0.647
"2894",0.2939,0.5393
"2895",0.2136,0.6836
"2896",0.3673,0.7168
"2897",0.4336,1
"2898",-0.0615,0.4674
"2899",-0.0532,0.339
"2900",-0.0231,0.4274
"2901",-0.1113,0.4887
"2902",-0.0226,0.5228
"2903",0.0455,0.5298
"2904",0.3992,0.6044
"2905",0.2148,0.6213
"2906",0.2425,0.6489
"2907",0.0218,0.6486
"2908",0.3072,0.5893
"2909",0.1786,0.6022
"2910",-0.0155,0.4078
"2911",-0.1844,0.3612
"2912",-0.2775,0.3199
"2913",-0.2185,0.3362
"2914",-0.3185,0
"2915",-0.1169,0.3501
"2916",-0.2068,0.5008
"2917",0.0015,0.5825
"2918",0.165,0.5363
"2919",0.0668,0.4225
"2920",-0.1517,0.3496
"2921",-0.3009,0.4302
"2922",0.0925,0.6743
"2923",0.3597,0.6629
"2924",0.3257,0.643
"2925",0.2405,0.4905
"2926",-0.019,0.3561
"2927",-0.2877,0.2817
"2928",-0.1376,0.3773
"2929",-0.2074,0.4464
"2930",-0.1072,0.485
"2931",-0.03,0.4416
"2932",0.0705,0.4089
"2933",-0.1808,0.3517
"2934",-0.2966,0.3728
"2935",-0.1083,0.3569
"2936",-0.2765,0.3991
"2937",-0.2017,0.4728
"2938",-0.0545,0.425
"2939",-0.2094,0.3351
"2940",-0.0863,0.4584
"2941",-0.0724,0.4744
"2942",-0.0379,0.369
"2943",-0.0232,0.3137
"2944",-0.3725,0.4855
"2945",-0.029,0.4319
"2946",-0.2544,0.2649
"2947",-0.4537,0
"2948",-1,0.3771
"2949",-0.526,0.2348
"2950",-0.5304,0
"2951",-1,0.3735
"2952",-0.5482,0.2449
"2953",-0.49,0.1933
"2954",-0.0371,0.4777
"2955",-0.0932,0.4515
"2956",-0.097,0.5075
"2957",0.015,0.4768
"2958",-0.0229,0.3716
"2959",-0.2568,0.3243
"2960",-0.3515,0.5234
"2961",0.1116,0.5069
"2962",0.0326,0.4797
"2963",-0.0406,0.4613
"2964",0.2097,0.7064
"2965",0.4128,0.7327
"2966",0.4654,0.6282
"2967",-0.3129,0.4548
"2968",-0.0672,0.3905
"2969",-0.1001,0.4532
"2970",-0.1076,0.4496
"2971",-0.1008,0.5172
"2972",0.0345,0.4881
"2973",-0.2433,0.45
"2974",-0.0792,0.3717
"2975",-0.2567,0.4571
"2976",-0.2784,0.2897
"2977",-0.3974,0
"2978",-1,0.4182
"2979",-0.1483,0
"2980",-1,0.2643
"2981",-0.4715,0.3991
"2982",-0.1319,0.4542
"2983",-0.0441,0.5239
"2984",-0.1119,0.4115
"2985",-0.1242,0.4616
"2986",-0.0768,0.4933
"2987",-0.0134,0.4478
"2988",-0.1872,0.3131
"2989",-0.3739,0.3529
"2990",-0.2942,0.3494
"2991",-0.0638,0.5027
"2992",0.0181,0.6954
"2993",0.3909,0.6893
"2994",0.4882,0.645
"2995",0.29,0.6397
"2996",0.2793,0.7076
"2997",-0.0582,0.4663
"2998",-0.0349,0.3856
"2999",-0.2993,0.3901
"3000",-0.2971,0.5052
"3001",0.0105,0.5314
"3002",0.0629,0.5546
"3003",-0.1276,0.3915
"3004",-0.217,0.3553
"3005",-0.2895,0.3392
"3006",-0.1035,0.3617
"3007",-0.2449,0.4139
"3008",-0.1566,0.2403
"3009",-0.4831,0.2893
"3010",-0.4214,0.2984
"3011",-0.4032,0.4074
"3012",-0.1513,0.4045
"3013",-0.0664,0.4892
"3014",-0.0217,0.4896
"3015",-0.0026,0.4075
"3016",-0.6139,0
"3017",-0.6089,0
"3018",-0.6146,0
"3019",-0.5695,0
"3020",-0.5531,0
"3021",-0.6591,0
"3022",-0.6875,0
"3023",-0.6259,0
"3024",-0.6825,0
"3025",-0.562,0
"3026",0.1398,0
"3027",-0.7238,0
"3028",-0.7012,0
"3029",-0.1047,0.4725
"3030",-0.055,0.4524
"3031",-0.6387,0
"3032",-0.5788,0
"3033",-0.638,0
"3034",-0.5707,0
"3035",-0.5835,0
"3036",-0.6621,0
"3037",-0.5949,0
"3038",-0.531,0
"3039",-0.6034,0
"3040",-0.7039,0
"3041",-0.2614,0
"3042",-0.516,0
"3043",-0.5782,0
"3044",0.0701,0.5496
"3045",0.1384,0.5712
"3046",-0.5463,0
"3047",-0.5443,0
"3048",-0.5197,0
"3049",-0.5164,0
"3050",-0.5699,0
"3051",-0.6543,0
"3052",-0.6478,0
"3053",-0.604,0
"3054",-0.6609,0
"3055",-0.6573,0
"3056",-0.4638,0
"3057",-0.7014,0
"3058",-0.6834,0
"3059",-0.4715,0.298
"3060",-0.4041,0.235
"3061",-0.5943,0
"3062",-0.6301,0
